,Gender,customer_type,type_of_travel,customer_class,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,age,flight_distance,all_delay_in_minutes
129097,1,0,1,1,1,5,1,1,1,1,1,1,1,4,1,5,3,1,8,429,5.0
29806,1,0,0,0,4,4,4,4,5,5,5,5,4,5,4,5,5,5,26,2586,-26.0
61590,0,0,0,1,5,3,3,3,5,5,5,5,4,1,2,4,3,5,40,212,-7.0
127593,1,0,0,0,2,4,2,2,4,4,4,4,4,3,4,3,5,4,21,1936,-2.0
63069,1,0,1,1,2,4,2,3,2,2,2,2,3,5,3,2,4,2,58,200,0.0
15486,1,0,0,0,2,2,2,2,4,4,5,4,1,2,4,2,3,4,22,192,0.0
21561,1,0,1,1,5,4,5,2,1,4,1,1,4,4,5,5,4,1,32,1129,0.0
100307,1,1,0,0,2,2,2,5,4,2,4,4,4,2,4,5,5,4,26,1460,7.0
100849,0,0,0,1,4,3,3,3,2,1,1,4,4,4,4,4,4,1,46,230,0.0
103562,1,0,1,1,5,2,5,3,3,5,3,3,1,2,3,3,3,3,16,1671,-5.0
104322,0,1,0,1,5,5,5,4,5,5,5,5,5,4,4,3,4,5,20,748,0.0
74239,0,0,1,2,1,4,1,1,2,4,5,5,5,1,5,4,5,3,66,590,2.0
90371,0,0,0,1,5,4,4,4,5,2,5,5,5,5,5,1,5,3,65,308,0.0
64526,1,0,1,1,3,5,3,2,3,3,3,3,3,5,4,3,4,3,62,585,-7.0
10792,0,0,0,0,1,1,4,1,2,5,5,5,5,5,5,5,5,4,37,666,8.0
109846,1,0,0,0,5,5,5,5,2,4,4,4,4,4,4,4,4,4,49,3249,4.0
96508,0,0,0,0,4,4,4,4,2,3,5,5,5,4,5,2,5,1,47,1885,0.0
54001,1,0,0,1,1,4,4,4,1,1,1,1,4,5,2,1,3,1,35,490,0.0
90265,0,0,0,0,2,3,3,3,4,3,3,2,2,2,2,4,2,3,43,2650,0.0
120362,1,0,1,0,5,4,5,4,5,5,5,2,2,5,2,4,2,5,56,449,-9.0
110818,0,0,0,0,4,5,5,5,4,4,4,4,1,5,3,4,3,4,23,2211,-7.0
27634,0,1,0,0,5,5,5,3,5,3,3,4,4,3,5,3,3,3,55,1462,0.0
8484,1,0,0,0,0,0,0,1,4,5,5,4,4,4,4,4,4,4,56,247,-8.0
77143,1,1,0,1,5,5,5,3,2,5,1,2,3,5,5,4,5,2,13,700,0.0
123267,1,0,0,0,1,1,1,1,5,5,5,4,4,4,4,5,4,4,53,2295,-6.0
39999,0,1,0,2,3,1,3,4,4,3,5,4,1,2,4,4,4,4,25,95,0.0
2145,0,0,1,2,3,4,3,1,4,3,1,4,5,3,5,3,4,4,18,583,-8.0
13816,1,0,0,0,0,0,0,1,4,5,4,3,3,3,3,5,3,4,60,305,-6.0
79310,0,1,0,1,2,0,2,3,4,2,4,4,5,2,4,4,4,4,37,272,-2.0
108316,1,0,1,1,3,3,5,2,5,1,1,4,3,5,4,1,2,1,70,475,6.0
83255,0,0,0,2,5,5,3,5,5,5,1,5,5,5,5,4,5,4,41,1674,0.0
101190,0,1,0,1,4,2,4,5,4,4,4,4,5,4,5,4,2,4,24,358,0.0
18295,1,0,1,1,2,4,2,2,4,2,4,4,4,2,5,3,4,4,42,406,0.0
9213,0,0,0,0,2,2,5,2,5,5,5,4,4,4,4,5,4,3,39,2949,0.0
4888,1,1,0,1,4,4,4,2,2,4,2,2,4,4,5,5,5,2,22,1034,-14.0
50770,0,0,0,0,3,3,3,3,3,5,4,5,5,5,5,2,5,2,48,404,0.0
73262,0,0,1,1,2,1,2,3,2,2,3,1,1,2,1,1,1,2,57,1744,0.0
87986,1,1,0,2,1,1,1,2,5,1,5,5,4,5,2,1,5,5,37,503,3.0
89527,0,0,1,1,1,0,1,4,1,1,2,1,1,1,5,5,2,1,41,134,10.0
120712,0,0,0,0,2,2,3,2,5,5,5,5,4,5,5,5,3,5,32,2611,3.0
93041,0,0,1,1,2,2,1,4,1,1,1,1,1,1,3,4,4,1,16,913,0.0
84911,0,0,1,2,0,3,0,3,4,0,1,4,2,4,3,2,4,4,26,646,-2.0
100369,1,1,0,0,2,2,2,2,1,2,2,1,4,3,4,3,4,1,26,985,18.0
120861,0,0,1,1,1,2,0,3,4,0,4,4,2,5,3,1,3,4,8,1013,50.0
40706,1,0,0,0,1,1,1,1,3,4,4,4,4,4,4,4,4,4,48,1836,-12.0
4597,0,0,0,0,1,1,1,1,3,5,5,4,4,4,4,3,4,4,55,370,0.0
40748,1,1,0,1,4,4,4,4,4,1,4,1,4,4,4,4,3,4,59,996,4.0
68966,1,0,0,0,3,3,3,3,3,3,4,4,4,4,4,3,4,5,60,1739,0.0
32017,1,0,0,0,5,5,5,5,3,4,4,4,4,4,4,3,4,5,47,280,0.0
30949,1,0,0,0,3,3,3,3,4,5,4,3,3,2,3,3,3,4,36,1399,0.0
11375,0,0,0,0,5,5,5,5,5,4,5,5,5,5,5,5,5,5,51,1506,20.0
75233,0,0,0,1,2,2,5,2,4,3,3,2,2,2,2,4,2,1,48,214,0.0
78182,0,1,0,0,5,0,5,5,3,5,3,3,5,2,4,1,4,3,22,554,0.0
33924,0,0,1,2,2,5,2,3,1,1,1,2,2,2,3,5,2,5,59,113,-4.0
80246,0,0,0,0,1,1,1,1,2,4,5,5,5,5,5,5,5,4,37,1943,7.0
4867,1,1,0,2,2,2,2,1,2,2,2,2,2,2,1,5,1,2,35,2405,0.0
120745,0,0,1,1,4,5,4,1,3,5,5,5,5,4,5,3,5,3,61,248,-4.0
66586,0,1,0,0,2,2,2,3,4,2,4,4,4,2,5,4,5,4,36,882,-4.0
90166,0,0,0,0,4,4,4,4,5,5,5,5,5,4,4,3,5,5,17,850,-7.0
76364,1,0,0,0,0,0,0,2,4,5,5,4,4,4,4,5,4,3,39,319,8.0
93309,0,1,0,1,3,3,3,1,4,3,4,4,4,4,5,3,5,4,23,993,0.0
16102,1,0,1,1,1,5,1,1,1,1,1,1,2,3,1,4,2,1,19,337,0.0
72364,0,1,0,0,2,4,2,2,3,2,3,3,3,2,5,3,4,3,25,1096,5.0
91041,1,0,0,0,4,4,4,4,4,4,4,4,4,2,4,4,3,4,31,1953,0.0
34806,0,1,0,1,1,4,1,3,1,1,1,1,2,4,3,2,3,1,26,571,-6.0
6663,0,1,0,1,4,0,4,4,3,4,1,3,2,1,1,4,5,3,24,373,0.0
114005,0,0,1,1,2,5,2,5,4,2,4,4,3,2,4,3,4,4,14,236,0.0
13823,1,0,0,0,1,1,1,1,5,5,5,4,4,5,4,4,4,4,56,3133,0.0
68418,1,0,0,0,1,1,1,1,4,4,4,4,4,4,4,3,4,4,39,3708,0.0
93843,1,0,0,1,4,2,2,2,4,4,4,4,1,5,3,1,3,4,60,591,-1.0
113723,1,1,0,1,3,3,3,4,5,3,5,5,2,4,4,2,4,5,20,1178,0.0
95299,1,0,0,0,3,3,3,3,5,5,4,3,3,4,3,4,3,5,45,846,0.0
53259,1,0,0,1,2,3,3,3,2,2,1,2,2,5,3,4,4,2,24,251,0.0
77831,1,0,1,0,4,5,4,3,4,4,4,3,3,4,3,4,3,4,55,305,0.0
67733,1,0,0,0,2,2,2,2,5,4,5,2,2,2,2,3,2,5,60,3921,-7.0
26253,0,0,0,0,0,0,0,3,4,5,4,2,2,2,2,4,2,5,46,3130,0.0
87145,0,0,0,0,4,5,5,5,4,3,4,4,4,4,4,4,4,4,51,2598,17.0
88799,1,0,1,1,4,2,4,3,3,4,3,3,1,5,3,2,2,3,60,210,0.0
18301,0,0,0,0,4,1,1,1,4,4,4,4,3,2,3,1,4,4,9,2227,0.0
27620,0,1,0,0,5,5,5,4,5,5,5,5,3,4,4,4,5,5,62,446,4.0
57028,1,0,1,1,2,3,1,4,2,1,2,2,5,5,5,4,4,2,13,1979,0.0
74132,0,0,0,0,3,3,3,3,5,5,5,4,2,4,4,5,5,5,47,767,17.0
7425,1,0,0,1,0,3,0,3,3,0,3,3,2,3,2,5,5,3,20,425,0.0
5475,1,0,0,0,4,4,4,4,4,4,4,5,5,5,5,4,5,4,56,3342,0.0
39020,0,0,1,1,3,5,3,2,4,3,4,4,4,4,4,5,4,4,31,397,0.0
85559,1,0,0,2,5,5,5,5,5,5,5,5,1,5,2,3,2,5,53,152,4.0
49209,1,1,0,1,2,2,2,4,5,2,5,5,1,5,5,5,2,5,27,977,62.0
60063,1,1,0,1,4,0,3,3,4,3,4,4,4,3,3,4,1,4,24,489,0.0
83480,1,1,0,1,1,1,1,4,2,1,2,2,4,2,3,2,4,2,72,1332,-8.0
6576,1,0,0,0,3,3,3,3,5,5,5,5,4,4,5,5,3,5,41,861,-10.0
28092,0,0,0,0,5,5,5,5,5,5,5,4,5,4,4,5,5,5,43,468,39.0
58076,0,0,0,0,3,3,3,3,5,5,5,5,2,5,5,5,3,5,56,2176,43.0
104815,0,0,0,0,2,2,2,2,2,3,3,2,2,2,2,2,2,4,59,258,0.0
90303,1,0,1,1,4,5,4,2,4,4,5,4,4,4,4,3,5,4,9,196,11.0
3296,1,0,0,0,1,1,1,1,3,1,2,1,1,2,1,1,1,1,59,462,1.0
95364,1,0,0,0,3,3,3,3,4,4,4,4,5,1,5,1,3,4,21,554,0.0
43756,0,0,1,1,1,5,1,3,3,3,5,4,4,1,3,4,4,3,44,420,-5.0
39266,1,0,1,1,2,5,2,3,2,2,2,2,4,3,5,4,5,2,49,184,0.0
108028,1,0,0,0,3,2,2,2,4,1,1,3,3,3,3,3,3,3,56,3831,1.0
73864,1,0,1,1,0,4,0,1,5,0,5,5,4,3,5,4,5,5,44,585,0.0
65834,0,1,0,1,2,2,2,3,4,2,4,4,2,1,1,2,1,4,25,899,2.0
29961,1,0,1,1,3,5,3,4,3,3,3,3,4,1,3,5,5,3,34,1671,-8.0
16095,0,1,0,1,3,0,3,3,3,4,4,3,1,3,2,4,4,4,50,73,10.0
104084,1,0,1,0,3,1,3,4,2,3,2,2,4,1,3,4,3,2,17,200,-13.0
90358,1,0,1,1,5,2,5,4,3,5,3,3,1,1,4,2,3,3,14,780,-7.0
3091,1,0,1,1,2,1,2,3,2,2,2,2,2,5,2,4,3,2,25,1372,-16.0
124482,1,0,0,0,2,2,4,2,2,4,5,5,5,5,5,4,5,3,38,3921,-6.0
55879,1,0,0,0,5,5,5,5,4,1,5,5,5,5,5,3,5,2,59,2698,0.0
106330,1,0,1,1,4,2,4,4,5,4,5,5,1,4,4,1,3,5,18,1855,0.0
70260,1,0,1,1,3,5,3,1,1,3,1,1,3,3,5,4,4,1,43,308,0.0
48947,1,0,0,1,5,5,5,5,5,5,5,5,5,3,2,3,1,5,52,1091,0.0
17689,0,0,1,1,3,3,3,4,5,3,5,5,1,1,4,4,4,5,27,457,5.0
27794,1,0,1,2,1,1,1,3,1,1,1,1,2,3,3,2,3,1,27,236,0.0
63541,1,0,0,0,3,3,3,3,5,4,4,4,4,4,4,5,4,3,60,630,0.0
118547,0,0,1,1,1,4,1,2,5,1,5,5,4,3,5,5,5,5,9,689,4.0
114548,0,0,1,1,2,4,3,3,4,3,4,4,5,1,5,3,2,4,17,948,8.0
70394,1,0,0,0,4,5,5,5,2,3,3,4,4,4,4,3,4,3,53,3206,25.0
111576,0,0,0,0,4,4,4,4,3,5,5,5,5,5,5,3,5,5,54,889,-2.0
17178,0,0,0,0,2,1,1,1,2,2,2,2,2,3,4,4,4,2,16,3402,0.0
26415,0,0,0,0,3,3,3,3,2,4,5,4,4,4,4,5,4,4,43,1635,1.0
37614,0,0,0,0,5,3,5,5,2,2,2,2,4,3,4,3,5,2,20,2860,0.0
105720,1,0,0,0,3,2,2,2,3,4,4,3,3,3,3,1,3,1,45,1776,0.0
126711,0,0,1,1,2,4,2,4,3,2,2,2,2,2,2,4,2,5,44,646,13.0
110048,1,0,0,0,3,3,3,3,2,5,4,4,4,5,4,5,4,3,48,1697,-6.0
40628,0,0,0,0,2,3,2,2,5,4,5,5,5,5,5,5,5,4,58,1450,0.0
10589,0,0,0,0,5,5,5,5,5,4,5,4,4,4,4,3,4,5,39,991,8.0
104100,1,0,1,0,2,5,2,5,2,3,5,2,2,2,2,3,2,4,59,1605,-22.0
85132,0,0,0,1,2,4,4,4,3,3,4,2,2,2,2,3,2,3,51,1066,-9.0
67741,0,0,0,0,1,1,1,1,4,4,4,4,3,5,1,5,5,4,31,2722,-12.0
13695,1,0,1,1,5,1,5,3,2,5,2,2,4,1,1,1,3,2,44,597,0.0
114622,0,0,1,1,2,5,2,3,5,2,5,5,5,3,4,3,5,5,21,971,-1.0
85410,1,0,1,1,2,1,2,4,2,1,2,1,2,3,4,2,4,2,40,2475,-2.0
27912,0,0,0,0,1,1,1,1,4,4,4,4,4,4,4,4,4,4,41,1506,-7.0
41623,0,0,0,0,3,3,3,3,3,5,4,5,5,5,5,3,5,5,50,3649,1.0
118306,1,0,1,1,2,2,2,4,3,2,3,3,3,4,4,4,3,3,67,761,-3.0
51881,0,0,1,1,2,1,2,4,5,4,4,2,2,2,2,4,2,3,54,749,7.0
52691,1,0,0,0,2,2,2,2,4,4,4,4,3,3,4,3,5,4,24,1199,-2.0
56438,1,0,0,0,5,5,5,5,4,4,4,4,2,3,2,1,5,4,22,3008,0.0
66912,0,0,1,1,5,4,5,3,2,4,3,2,2,5,2,2,2,3,61,90,0.0
128844,0,1,0,1,2,0,2,4,4,2,4,4,3,2,2,5,2,4,23,354,-3.0
83069,0,0,1,1,4,3,4,3,4,4,4,4,4,2,3,4,3,4,23,451,0.0
75924,0,0,0,0,3,3,3,3,3,3,3,3,5,3,4,3,4,3,26,1313,-2.0
48840,0,1,0,0,2,2,2,3,3,2,3,3,1,1,4,4,3,3,28,528,0.0
355,1,0,0,0,2,1,1,1,2,2,2,2,2,2,3,2,4,2,28,101,0.0
19661,0,0,0,0,5,5,5,5,2,4,4,4,4,4,4,5,4,5,39,1521,-9.0
26748,1,0,0,0,1,1,1,1,5,5,4,5,4,5,4,5,1,5,27,3891,-3.0
116518,1,0,1,1,1,5,1,4,3,1,3,3,3,2,5,4,4,3,40,299,0.0
33032,1,0,0,0,4,4,4,4,2,4,5,3,3,4,3,3,3,3,41,3972,0.0
92534,0,0,1,1,2,5,2,2,3,5,5,2,2,2,2,4,2,4,50,190,-3.0
80068,1,0,0,0,2,3,3,3,1,4,4,2,2,2,2,2,2,4,58,3631,5.0
113911,1,0,0,0,3,5,4,5,3,3,4,1,1,1,3,1,1,3,36,2162,-13.0
128789,1,1,0,1,3,0,3,3,3,3,3,3,4,1,4,3,4,3,23,390,-4.0
38504,0,0,0,0,2,5,1,5,2,3,2,2,3,3,4,3,4,2,22,2898,-5.0
102198,0,0,0,0,2,2,2,2,2,4,5,5,5,5,5,3,5,4,59,544,0.0
98616,0,1,0,2,1,1,1,3,5,1,4,5,4,3,1,2,5,5,57,216,0.0
1136,1,0,1,1,4,5,4,3,5,4,5,5,3,3,3,3,4,5,59,246,0.0
60350,1,1,0,1,2,4,2,4,3,2,3,3,3,4,5,5,5,3,21,130,3.0
108442,1,0,0,2,4,4,4,4,4,4,5,4,5,4,4,4,3,4,22,2611,0.0
71806,1,0,0,0,2,2,2,2,1,2,1,1,2,5,1,5,3,1,33,558,0.0
13112,1,0,0,0,1,1,1,1,4,5,5,5,5,5,5,4,5,4,60,644,7.0
29818,1,1,0,0,3,3,3,5,4,3,5,4,3,2,4,4,4,4,40,448,-7.0
125451,0,0,0,1,2,5,4,4,2,2,2,2,3,4,4,4,3,2,26,1587,8.0
42497,0,0,0,0,1,1,1,1,3,5,4,5,5,5,5,4,5,3,47,1545,0.0
105593,0,1,0,1,1,3,1,4,1,1,1,1,2,5,3,3,3,1,38,370,16.0
53875,1,0,0,0,2,2,2,2,4,3,5,5,5,5,4,2,5,3,46,3809,4.0
47911,0,0,0,0,2,5,5,5,3,3,3,2,2,2,2,2,2,1,49,581,0.0
52431,0,0,0,0,3,3,3,3,2,5,5,4,4,4,4,5,4,5,60,2602,1.0
24963,1,0,1,1,2,5,2,3,1,2,1,1,4,4,5,5,1,1,21,1947,-5.0
61146,0,0,0,0,3,3,3,3,2,5,5,5,5,5,5,5,5,3,47,2642,0.0
6066,0,0,1,1,3,4,3,2,3,4,4,2,2,3,2,5,2,3,61,236,18.0
69277,1,0,0,1,4,4,4,4,4,4,4,4,1,5,1,3,4,4,59,1121,0.0
104328,0,0,1,1,4,1,4,2,3,4,3,3,1,4,2,4,3,3,29,101,0.0
37581,1,0,1,1,2,4,2,5,3,2,3,3,5,5,5,4,4,3,59,986,0.0
14902,1,0,0,1,5,4,4,4,5,5,5,5,3,1,2,2,3,5,63,134,0.0
96451,0,0,1,1,2,1,2,4,4,2,4,4,2,1,4,4,4,4,12,337,-2.0
114670,0,0,1,1,2,5,2,1,4,2,4,4,5,2,5,4,5,4,10,508,0.0
65474,1,1,0,0,4,5,4,3,4,4,2,4,5,3,5,5,5,4,23,429,0.0
28335,0,0,0,0,5,5,5,5,5,5,5,5,5,2,4,4,4,5,22,3422,0.0
128129,1,0,1,0,2,4,1,1,5,1,2,5,4,3,4,5,4,5,29,692,11.0
84759,0,0,1,1,3,4,3,3,3,3,3,3,4,3,3,4,4,3,10,895,-6.0
109100,0,0,0,0,4,4,4,4,5,5,3,4,4,4,4,1,4,5,45,604,0.0
124958,0,1,0,1,3,3,3,1,5,3,1,5,3,3,1,3,4,5,39,771,0.0
23348,0,0,0,0,3,5,5,5,5,3,3,1,1,1,3,1,1,3,42,3854,-5.0
88140,1,0,0,0,1,5,5,5,1,1,1,1,1,1,4,1,3,1,33,1921,0.0
73768,0,0,0,0,5,5,5,5,4,4,4,5,5,5,5,5,5,3,41,224,8.0
123740,1,0,0,0,5,5,5,5,3,4,5,4,4,4,4,3,4,5,44,3759,-7.0
49918,1,0,1,1,4,5,2,3,1,2,1,1,5,4,4,5,4,1,33,283,0.0
99966,0,0,0,0,4,4,4,4,1,1,1,5,5,5,5,5,5,5,53,3956,0.0
93716,1,0,0,0,2,4,2,2,2,5,5,5,5,5,5,4,5,5,60,1710,2.0
93544,1,0,0,0,3,3,3,3,3,5,4,4,4,4,4,3,4,3,46,296,0.0
112950,1,0,1,1,4,5,4,1,5,4,5,5,5,5,5,5,4,5,65,1235,0.0
112105,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,5,5,4,17,3674,0.0
28093,0,0,1,1,4,3,4,1,2,5,4,1,1,4,1,5,1,3,46,712,14.0
25971,1,0,1,1,2,5,3,1,4,3,4,4,4,3,5,4,4,4,51,1117,-24.0
39369,0,0,0,2,3,4,4,4,5,2,4,3,3,3,3,2,3,2,57,259,-7.0
3742,1,1,0,0,4,5,4,4,4,2,2,5,3,5,5,2,3,2,23,632,-13.0
95355,0,0,0,0,2,2,2,2,4,4,5,5,5,5,5,4,5,4,42,1605,-4.0
70563,1,0,1,1,3,5,3,1,1,3,1,1,5,3,4,3,5,1,63,674,-3.0
78428,0,0,0,1,3,2,1,2,3,4,3,3,3,1,2,5,4,3,35,143,-3.0
64997,1,0,0,2,1,5,5,5,1,1,1,1,4,1,3,1,3,1,43,1129,-4.0
23581,1,0,1,1,2,4,2,3,1,2,1,1,3,5,5,4,5,1,53,214,-3.0
90986,0,0,1,1,1,5,1,3,4,1,4,4,4,2,4,3,4,4,24,668,-1.0
65944,1,0,1,1,3,4,3,4,5,3,5,5,1,5,3,1,3,5,60,746,0.0
99149,1,0,1,1,4,4,4,4,1,4,1,1,5,3,3,3,4,1,21,1190,-8.0
128396,0,0,0,0,3,4,4,4,4,4,4,3,3,2,3,3,3,3,47,1546,0.0
27785,0,1,0,1,2,2,2,3,2,3,3,2,4,2,3,3,4,3,18,913,46.0
116838,1,0,1,1,2,4,2,4,2,1,1,2,1,5,5,1,5,1,13,2079,12.0
80466,0,0,1,1,1,5,1,1,4,4,4,4,4,1,3,4,4,5,65,469,0.0
40131,1,0,0,0,2,2,2,2,2,4,4,4,4,4,4,3,4,3,45,1355,0.0
105779,0,1,0,1,3,1,3,3,5,3,5,5,2,5,4,3,3,5,25,441,-9.0
47285,1,0,1,1,1,4,1,2,3,1,3,3,4,3,4,3,5,3,15,1074,0.0
74441,1,0,1,1,2,1,2,3,1,2,1,1,4,3,2,3,2,1,13,647,-11.0
52300,1,0,1,1,3,5,3,5,4,3,4,4,4,4,5,5,4,4,44,889,0.0
28699,0,0,0,1,3,1,1,1,3,4,4,3,3,3,3,4,3,1,46,957,-2.0
53778,1,0,1,1,2,2,1,2,4,1,2,4,1,4,2,4,3,4,61,861,26.0
70939,0,0,1,1,3,3,3,4,4,2,3,4,4,3,4,5,4,2,55,2556,-9.0
49795,1,1,0,1,4,4,4,4,3,4,3,3,3,5,3,5,5,3,24,1851,-6.0
95321,1,0,0,0,5,5,5,5,3,4,5,4,4,4,4,3,4,3,47,406,0.0
93835,1,0,0,0,2,3,3,3,4,2,2,2,2,1,2,3,2,2,44,1464,0.0
127509,0,0,1,1,1,1,1,2,2,1,2,4,4,1,4,3,4,4,56,374,14.0
86818,0,0,0,0,3,3,3,3,4,1,5,5,5,5,5,2,5,3,61,1686,0.0
70386,1,0,1,0,2,5,2,2,3,4,4,4,4,2,2,3,4,5,47,444,19.0
70342,1,0,1,1,3,5,3,2,4,3,1,4,5,5,3,4,2,4,60,868,0.0
125737,0,1,0,0,5,5,5,2,5,0,5,5,5,4,4,5,5,5,29,409,0.0
123246,0,0,0,0,4,4,4,4,4,4,4,4,3,5,5,3,5,4,31,763,12.0
47816,1,0,0,1,4,1,1,1,4,4,4,4,1,2,3,4,4,4,41,337,-9.0
42921,0,0,1,1,3,4,2,3,5,2,5,5,4,3,5,3,4,5,20,1075,0.0
95339,1,1,0,1,4,4,4,2,3,4,3,3,4,3,2,5,3,3,29,300,0.0
14251,1,1,0,1,1,0,1,3,2,1,3,2,2,2,5,5,1,2,18,101,0.0
91498,1,0,1,1,2,4,2,3,1,2,1,1,5,4,4,4,5,1,25,503,-21.0
56626,0,0,0,0,4,4,4,4,5,4,4,3,3,2,3,5,3,3,38,3389,0.0
11879,0,1,0,0,5,5,5,5,5,5,4,5,3,3,4,3,5,5,18,2174,0.0
2944,1,0,1,1,2,4,3,2,1,3,2,1,3,2,4,3,4,1,56,391,-3.0
65319,0,1,0,0,5,2,5,3,2,2,2,2,3,5,4,3,5,2,20,446,-1.0
116483,1,0,1,0,3,5,3,5,4,3,4,4,5,2,4,5,5,4,28,303,0.0
38704,0,0,0,0,2,1,2,2,5,4,5,4,4,4,4,5,4,5,54,3630,-5.0
12202,0,0,1,1,1,5,1,5,4,1,4,4,3,1,2,2,1,4,18,481,0.0
9577,1,0,0,0,0,3,0,1,5,4,4,5,5,5,5,4,2,5,20,191,-3.0
93429,0,0,0,0,2,2,2,2,4,4,5,3,3,3,3,4,3,3,58,3652,-17.0
79545,1,0,0,0,2,2,2,2,5,5,5,4,4,4,4,4,4,3,55,3028,0.0
117122,0,0,1,1,2,4,2,5,3,4,1,2,2,2,2,1,2,3,66,1199,8.0
54441,0,0,1,0,4,3,4,2,3,3,5,2,2,4,4,4,2,4,57,134,1.0
62893,1,0,0,0,2,2,2,2,5,5,5,5,5,5,5,5,5,4,48,931,0.0
40068,1,0,0,1,3,4,4,4,3,3,3,3,4,1,4,4,3,3,35,322,0.0
94167,1,0,0,1,2,2,2,2,2,2,2,2,1,3,3,4,3,2,54,503,0.0
20523,1,0,0,0,0,0,0,4,4,4,5,2,2,2,2,5,2,3,42,1797,5.0
34763,1,0,0,2,0,4,0,1,2,0,2,2,1,2,4,5,2,2,18,510,15.0
112522,0,0,0,0,0,0,0,3,5,2,4,4,4,4,4,1,4,3,37,3985,0.0
12511,1,0,1,1,4,2,4,4,3,4,1,3,1,5,3,4,4,3,53,86,0.0
69476,1,0,0,0,1,1,1,1,4,4,4,4,5,3,3,4,5,4,16,223,-2.0
63500,0,0,0,0,3,3,3,3,1,3,4,3,3,3,3,4,3,3,46,3294,4.0
102796,0,0,0,0,2,3,3,3,5,3,3,2,2,1,2,2,2,1,33,1005,26.0
1616,1,0,0,0,4,4,4,4,4,4,4,4,3,5,4,4,4,4,32,1904,0.0
101692,1,0,0,1,4,3,3,3,4,4,4,4,5,1,1,5,1,4,42,372,0.0
115221,0,1,0,1,2,0,2,2,5,2,5,5,3,2,5,3,4,5,22,669,-15.0
115684,1,0,0,0,2,2,2,2,4,5,5,5,5,5,5,5,5,3,51,1523,3.0
120513,1,0,0,0,3,3,3,3,2,4,4,5,5,5,5,4,5,5,50,2779,0.0
67783,0,0,0,0,5,5,5,5,2,5,4,4,4,4,4,4,4,4,62,2493,0.0
104600,1,0,0,1,1,2,1,1,1,1,1,1,1,3,3,4,4,1,47,587,-17.0
70282,1,0,1,1,5,5,5,1,3,5,3,3,5,3,5,3,5,3,55,159,6.0
111751,0,0,0,0,3,2,2,2,4,4,4,1,1,1,3,2,1,4,48,192,0.0
110962,0,0,0,1,4,5,5,5,1,4,5,4,4,4,4,4,4,2,42,669,16.0
43076,1,0,0,0,1,1,4,1,2,5,1,3,3,4,5,1,3,4,48,2590,0.0
43395,1,0,1,2,0,5,0,3,4,0,4,4,4,5,4,3,4,4,58,989,0.0
79900,0,0,0,1,5,4,4,4,5,5,5,5,4,4,4,4,3,5,31,628,0.0
94632,0,1,0,0,1,1,1,2,3,1,3,3,5,5,4,3,4,3,28,1723,-2.0
117220,1,0,0,0,2,5,2,5,2,2,2,2,1,3,3,4,4,2,27,1050,3.0
37452,0,0,0,1,1,3,3,3,4,3,4,2,2,1,2,4,2,4,60,763,-4.0
11929,0,0,0,0,4,4,3,4,4,5,4,5,5,5,4,4,5,4,39,1968,14.0
72407,0,0,0,0,2,1,5,5,2,2,2,2,2,2,2,3,3,2,28,1017,7.0
3082,0,0,0,0,5,5,5,5,5,5,5,4,4,3,5,5,3,5,22,2611,0.0
104387,1,0,0,0,2,2,2,2,3,4,4,2,2,2,2,4,2,5,56,1547,-16.0
13857,1,1,0,0,0,4,0,4,2,0,2,2,3,4,5,3,4,2,21,239,-1.0
5620,1,0,0,0,2,2,3,2,3,5,5,4,4,4,4,4,4,4,55,644,0.0
42592,0,1,0,0,4,0,4,3,5,4,1,5,5,5,5,4,5,5,22,372,-1.0
10931,1,1,0,0,0,0,0,3,3,0,4,3,5,4,5,4,4,3,23,431,0.0
99964,0,0,1,1,2,3,2,3,1,2,1,1,4,3,5,3,2,1,22,448,-1.0
46698,0,0,0,0,2,2,2,2,4,5,4,5,5,5,5,3,5,4,59,447,-11.0
114793,0,0,0,0,1,1,4,1,5,4,5,2,2,2,2,3,2,4,52,859,2.0
57796,0,1,0,1,4,3,4,4,1,4,1,1,3,4,4,1,4,1,25,592,10.0
71557,1,0,0,0,2,2,2,2,3,3,3,2,2,2,2,2,2,2,34,1703,2.0
55602,1,0,1,1,4,4,4,3,4,4,4,4,3,4,4,5,5,4,49,1183,0.0
42261,0,1,0,1,3,3,3,4,3,3,3,3,2,5,2,4,4,3,36,894,0.0
40581,0,0,1,1,4,5,5,3,2,5,5,3,3,5,3,4,3,5,69,347,0.0
44093,1,1,0,1,1,1,2,4,2,2,5,2,3,1,3,4,4,2,38,408,0.0
60851,0,0,0,0,4,2,2,2,2,3,3,4,4,3,4,3,4,3,38,1925,0.0
82004,1,0,0,0,4,4,4,4,4,3,2,4,4,4,4,4,4,3,45,1818,0.0
41143,0,0,0,0,1,1,1,1,3,5,4,4,4,4,4,3,4,5,58,2302,32.0
5922,0,0,0,0,1,0,0,4,1,3,4,4,4,0,4,2,4,4,56,2067,0.0
117356,0,0,0,1,4,5,3,5,4,4,4,4,3,2,3,1,4,4,36,376,-7.0
